Avg. Translation Latency,Count,Location,Line Number,Line,Function,Assembly,Saturated
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,185,"        return rand_->Next() % num_;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [x24  #0x10],0
0.00,19,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x1  [x1  #0xba8],0
0.00,20,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,35,"  KeyHandle Allocate(const size_t len, char** buf) override {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,stp x29  x30  [sp  #-0x40]!,0
0.00,22,???,0,???,???,???,0
0.00,22,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,stp x29  x30  [sp  #-0x30]!,0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x23  x24  [sp  #0x30],0
0.00,17,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x0],0
0.00,17,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,241,"        FLAGS_item_size + VarintLength(internal_key_size) + internal_key_size;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x4  [x22  #0xe90],0
0.00,23,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x4  [x4  #0xba8],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x25  x26  [sp  #0x40],0
0.00,24,/home/ubuntu/rocksdb/db/dbformat.h,1117,"        DecodeFixed64(bkey.data() + bkey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x0  x2  [x20],0
0.00,22,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x19  x20  [sp  #0x10],0
0.00,24,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x21  x22  [sp  #0x20],0
0.00,24,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x21  x22  [sp  #0x20],0
0.00,20,???,0,???,???,???,0
0.00,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x27  x28  [sp  #0x50],0
0.00,21,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x29  x30  [sp]  #0x40,0
0.00,25,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x3  [sp  #0x58],0
0.00,23,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,245,"    auto key = key_gen_->Next();",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x24  [x19  #0x10],0
0.00,22,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,253,"    assert(p == buf + encoded_len);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [sp  #0x40],0
0.00,24,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x23  x24  [sp  #0x30],0
0.00,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,919,"bool InlineSkipList<Comparator>::Insert(const char* key, Splice* splice,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stp x29  x30  [sp  #-0x80]!,0
0.00,21,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldp x29  x30  [sp]  #0x60,0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,506,"         rnd->Next() < kScaledInverseBranching_) {",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr w2  [x23  #0x14],0
0.00,17,/usr/include/c++/11/bits/basic_string.h,921,"      { return _M_string_length; }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x5  #8],0
0.00,18,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x5  [sp  #0x48],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x0  #0xe38],0
0.00,20,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x23  [sp  #0x30],0
0.00,19,/home/ubuntu/rocksdb/memory/arena.cc,110,"  if (MemMapping::kHugePageSupported && hugetlb_size_ > 0 &&",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x5  [x0  #0x8d8],0
0.00,17,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x1  [x19  #0x38],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x18],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1072,"      if (UNLIKELY(i == 0 && splice->next_[i] != nullptr &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
0.00,17,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,str x19  [sp  #0x10],0
0.00,21,???,0,???,???,???,0
0.00,24,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x2  [sp  #0x78],0
0.00,16,/home/ubuntu/rocksdb/util/random.cc,27,"  auto rv = tls_instance;",_ZN7rocksdb6Random14GetTLSInstanceEv,ldr x2  [x0  #0xa48],0
0.00,2,(null),0,(null),(null),(null),0
0.00,21,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x21  x22  [sp  #0x20],0
0.00,20,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,243,"    assert(buf != nullptr);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [sp  #0x40],0
0.00,22,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [x1  #0xe38],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x29  x30  [sp]  #0x80,0
0.00,3,src/hotline/fname_map.c,162,(null),get_filename_cached_entry,ldr w3  [x0],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1077,"      if (UNLIKELY(i == 0 && splice->prev_[i] != head_ &&",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
0.00,19,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x21  x22  [sp  #0x20],0
0.00,18,/home/ubuntu/rocksdb/db/dbformat.h,1117,"        DecodeFixed64(bkey.data() + bkey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldp x0  x2  [x20],0
0.00,19,/home/ubuntu/rocksdb/memory/arena.cc,143,"}",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,ldr x1  [x1  #0xba8],0
0.00,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x23  x24  [sp  #0x30],0
0.00,23,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x29  x30  [sp  #-0x80]!,0
0.00,17,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,906,"void InlineSkipList<Comparator>::RecomputeSpliceLevels(const DecodedKey& key,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x21  x22  [sp  #0x20],0
0.00,12,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,str x0  [x20],0
0.00,19,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x19  x20  [sp  #0x10],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [sp  #0x78],0
0.00,11,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1003,"      } else if (KeyIsAfterNode(key_decoded, splice->next_[recompute_height])) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x21  #0x10],0
0.00,22,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x25  x26  [sp  #0x40],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x27  x28  [sp  #0x50],0
0.00,18,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,237,"  void FillOne() {",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,stp x29  x30  [sp  #-0x50]!,0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,505,"  while (height < kMaxHeight_ && height < kMaxPossibleHeight &&",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldrh w7  [x23  #0x10],0
0.00,20,/home/ubuntu/rocksdb/util/random.cc,23,"Random* Random::GetTLSInstance() {",_ZN7rocksdb6Random14GetTLSInstanceEv,str x2  [sp  #0x28],0
0.00,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x2  [sp  #0x48],0
0.00,21,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,792,"  auto prefix = sizeof(std::atomic<Node*>) * (height - 1);",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldr x0  [x23  #0x18],0
0.00,16,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,stp x19  x20  [sp  #0x10],0
0.00,3,src/hotline/hotline.c,212,(null),get_perf_event_timestamp,ldr w1  [x0],0
0.00,16,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,256,"  }",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldp x19  x20  [sp  #0x10],0
0.00,19,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,250,"    Slice bytes = generator_.Generate(FLAGS_item_size);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x22  [x22  #0xe90],0
0.00,18,/home/ubuntu/rocksdb/memory/arena.cc,136,"    alloc_bytes_remaining_ -= needed;",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x2  [x19  #0x8d0],0
0.00,20,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,911,"  for (int i = recompute_level - 1; i >= 0; --i) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x19  x20  [sp  #0x10],0
0.00,9,/home/ubuntu/rocksdb/db/dbformat.h,1115,"        DecodeFixed64(akey.data() + akey.size() - kNumInternalBytes) >> 8;",_ZNK7rocksdb8MemTable13KeyComparatorclEPKcRKNS_5SliceE,ldr x1  [x21  x19],0
0.00,14,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x0  #0xe90],0
0.00,14,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,254,"    table_->Insert(handle);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x0  [x19  #8],0
0.00,16,/home/ubuntu/rocksdb/memory/arena.cc,135,"    aligned_alloc_ptr_ += needed;",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x1  [x19  #0x8c8],0
0.00,15,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1115,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x23  x24  [sp  #0x30],0
0.00,10,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x2  [x19  #0x20],0
0.00,13,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,324,"      *bytes_read_ += VarintLength(16) + 16 + FLAGS_item_size;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x0  #0xe90],0
0.00,4,(null),0,(null),(null),(null),0
0.00,15,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,306,"      callback_args->found = true;",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,strb w0  [x19],0
0.00,9,src/hotline/lat_map.c,29,(null),lat_map_compare,ldr x3  [x1  #0x18],0
0.00,13,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,38,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep8AllocateEmPPc,ldp x19  x20  [sp  #0x10],0
0.00,13,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,str x6  [sp  #0x58],0
0.00,1,(null),0,(null),(null),(null),0
0.00,15,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x21  x22  [sp  #0x20],0
0.00,6,(null),0,(null),(null),(null),0
0.00,15,/home/ubuntu/rocksdb/memory/arena.cc,109,"                             Logger* logger) {",_ZN7rocksdb5Arena15AllocateAlignedEmmPNS_6LoggerE,stp x29  x30  [sp  #-0x60]!,0
0.00,4,src/hotline/bmiss_map.c,30,(null),bmiss_map_compare,ldr x3  [x1  #0x18],0
0.00,2,src/hotline/hotline.c,311,(null),process_aux_buffer_record,ldr w1  [x0  #0x58],0
0.00,12,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1021,"    RecomputeSpliceLevels(key_decoded, splice, recompute_height);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldp x27  x28  [sp  #0x50],0
0.00,14,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,306,"      callback_args->found = true;",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,strb w0  [x19],0
0.00,4,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,3,src/hotline/hotline.c,205,(null),tsc_to_perf_time,ldrh w5  [x2  #0x32],0
0.00,1,(null),0,(null),(null),(null),0
0.00,13,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,915,"}",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldp x29  x30  [sp]  #0x80,0
0.00,1,src/hotline/fname_map.c,223,(null),va_to_file_offset,ldr d0  [x4  #0x18],0
0.00,3,src/hotline/hotline.c,200,(null),tsc_to_perf_time,ldr x1  [x2  #0x28],0
0.00,13,src/hotline/btree.c,126,(null),btree_get,ldr x2  [x22  #0x68],0
0.00,5,???,0,???,???,???,0
0.00,3,src/hotline/hotline.c,203,(null),tsc_to_perf_time,ldrh w3  [x2  #0x32],0
0.00,4,(null),0,(null),(null),(null),0
0.00,4,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,1003,"      } else if (KeyIsAfterNode(key_decoded, splice->next_[recompute_height])) {",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x4  [x0  x19  lsl #3],0
0.00,3,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,1,???,0,???,_ZN2v88internal4wasm7fuzzing12_GLOBAL__N_113WasmGeneratorILNS2_27WasmModuleGenerationOptionsE1EE14op_with_prefixILNS1_10WasmOpcodeE64881EJLNS1_9ValueKindE5ELS9_5EEEEvPNS3_9DataRangeE,movz w1  #0x1,0
0.00,3,src/hotline/hotline.c,341,(null),process_software_buffer_up_to_ts,ldr x21  [x0  #0x418],0
0.00,2,src/hotline/btree.c,533,(null),btree_set0,ldr x4  [x0  #0x28],0
0.00,2,src/hotline/btree.c,869,(null),btree_oom,ldrb w0  [x0  #0x70],0
0.00,10,src/hotline/lat_map.c,29,(null),lat_map_compare,ldr x4  [x2  #0x18],0
0.00,3,(null),0,(null),(null),(null),0
0.00,4,(null),0,(null),(null),(null),0
0.00,4,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,/usr/include/c++/11/bits/hashtable.h,1833,"      __node_base_ptr __prev_p = _M_buckets[__bkt];",_ZNSt10_HashtableINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_N7rocksdb9ValueTypeEESaISA_ENSt8__detail10_Select1stESt8equal_toIS5_ESt4hashIS5_ENSC_18_Mod_range_hashingENSC_20_Default_ranged_hashENSC_20_Prime_rehash_policyENSC_17_Hashtable_traitsILb1ELb0ELb1EEEEC1IPKSA_EET_SR_mRKSH_RKSF_RKSB_St17integral_constantIbLb1EE,ldr x28  [x0  x27  lsl #3],0
0.00,5,src/hotline/lat_map.c,22,(null),lat_map_compare,ldr x0  [x1  #8],0
0.00,2,src/hotline/fname_map.c,172,(null),update_filename_cached_entry,ldr x0  [x1  #8],0
0.00,1,???,0,???,_ZN2v84base7ieee7544asinEd,ldr d4  [x0  #0x720],0
0.00,4,(null),0,(null),(null),(null),0
0.00,3,src/hotline/btree.c,75,(null),btree_node_set,ldr x0  [x25  #0x10],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,5,(null),0,(null),(null),(null),0
0.00,5,src/hotline/lat_map.c,22,(null),lat_map_compare,ldr x3  [x2  #8],0
0.00,3,src/hotline/hotline.c,201,(null),tsc_to_perf_time,ldr x1  [x2  #0x50],0
0.00,3,src/hotline/fname_map.c,234,(null),va_to_file_offset,ldr x1  [x0],0
0.00,3,src/hotline/btree.c,197,(null),btree_get,ldurh w25  [x21  #5],0
0.00,2,src/hotline/fname_map.c,172,(null),update_filename_cached_entry,ldr x2  [x1],0
0.00,4,src/hotline/btree.c,452,(null),btree_search,stp x23  x24  [sp  #0x30],0
0.00,4,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,src/hotline/fname_map.c,176,(null),update_filename_cached_entry,str x0  [x1],0
0.00,5,src/hotline/btree.c,528,(null),btree_node_set,ldp x23  x24  [sp  #0x30],0
0.00,7,src/hotline/btree.c,191,(null),btree_search,ldr x3  [x20  #0x18],0
0.00,1,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",process_aux_buffer_record,ldur w3  [x19  #1],0
0.00,1,src/hotline/hotline.c,350,(null),process_software_buffer_up_to_ts,ldrh w1  [x19  #6],0
0.00,4,(null),0,(null),(null),(null),0
0.00,7,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x26  #0x10],0
0.00,7,src/hotline/btree.c,191,(null),btree_get,ldr x2  [x22  #0x38],0
0.00,4,src/hotline/btree.c,126,(null),btree_search,ldr x1  [x26  #8],0
0.00,2,src/hotline/hotline.c,365,(null),process_software_buffer_up_to_ts,ldrh w0  [x19  #6],0
0.00,1,???,0,???,_Z31concat_adjacent_string_literalsi,mov w1  w0,0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,4,(null),0,(null),(null),(null),0
0.00,3,/home/ubuntu/rocksdb/memory/arena.cc,82,"  alloc_bytes_remaining_ = size - bytes;",_ZN7rocksdb5Arena16AllocateFallbackEmb,str x1  [x19  #0x8d0],0
0.00,2,src/hotline/hotline.c,411,(null),process_aux_buffer,str x1  [x0  #0x428],0
0.00,2,src/hotline/btree.c,531,(null),btree_set0,strb wzr  [x0  #0x70],0
0.00,3,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/ptr/mod.rs,524,(null),_ZN4core3ptr46drop_in_place$LT$alloc..vec..Vec$LT$u8$GT$$GT$17hca8868a122943a62E,str x8  [sp  #8],0
0.00,4,(null),0,(null),(null),(null),0
0.00,2,/usr/include/c++/11/tuple,301,"      _Tuple_impl(_Tuple_impl&&) = default;",_ZN7rocksdb5Arena16AllocateNewBlockEm,str x20  [x1]  #8,0
0.00,1,src/hotline/hotline.c,398,(null),process_aux_buffer,ldr x0  [x19  #0x38],0
0.00,3,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,4,(null),0,(null),(null),(null),0
0.00,3,(null),0,(null),(null),(null),0
0.00,5,???,0,???,???,???,0
0.00,4,src/hotline/btree.c,492,(null),btree_node_set,stp x21  x22  [sp  #0x20],0
0.00,1,src/hotline/fname_map.c,162,(null),get_filename_cached_entry,ldr x0  [x0],0
0.00,1,(null),0,(null),(null),(null),0
0.00,4,(null),0,(null),(null),(null),0
0.00,5,src/hotline/bmiss_map.c,23,(null),bmiss_map_compare,ldr x3  [x2  #8],0
0.00,5,src/hotline/btree.c,126,(null),btree_get,ldr x1  [x21  #8],0
0.00,3,src/hotline/btree.c,528,(null),btree_node_set,ldr x3  [sp  #0x88],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,src/hotline/btree.c,551,(null),btree_set0,ldr x21  [x19  #0x40],0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,6,(null),0,(null),(null),(null),0
0.00,6,???,0,???,_ZL22mangled_class_encodingP6a_typeiiiP24a_mangling_control_block,add x20  x20  #0x9a0,0
0.00,2,src/hotline/btree.c,596,(null),btree_get,ldr x21  [x0  #0x40],0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,2,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,1,(null),0,(null),(null),(null),0
0.00,2,/home/ubuntu/.rustup/toolchains/stable-aarch64-unknown-linux-gnu/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs,754,(null),_ZN5alloc7raw_vec20RawVecInner$LT$A$GT$10deallocate17hc5fd01f479b42647E,str x0  [sp  #0x20],0
0.00,1,(null),0,(null),(null),(null),0
